id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,mechanics,dust,play_requirements,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability,entourage
TU4c_008,NEUTRAL,SPELL,Will of Mukla,MISSIONS,Restore 8 Health.,3,,,COMMON,,,,,,,,,,,,
CS2_181e,NEUTRAL,ENCHANTMENT,Full Strength,EXPERT1,This minion has +2 Attack.,,,,,,,,,,,,,,,,
OG_118f,NEUTRAL,ENCHANTMENT,New Calling,OG,Cost reduced.,,,,,,,,,,,,,,,,
HERO_06,DRUID,HERO,Malfurion Stormrage,CORE,,,,30,FREE,True,,,,,,,,,,,
EX1_531e,HUNTER,ENCHANTMENT,Well Fed,EXPERT1,Increased Attack and Health.,,,,,,,,,,,,,,,,
EX1_154a,DRUID,SPELL,Wrath,EXPERT1,Deal $3 damage to a minion.,0,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
OG_218e,NEUTRAL,ENCHANTMENT,Enraged,OG,+3 Attack.,,,,,,,['ENRAGED'],,,,,,,,,
NAX15_02,NEUTRAL,HERO_POWER,Frost Blast,NAXX,"Hero Power
Deal 2 damage to the enemy hero and Freeze it.",0,,,,,,"['AI_MUST_PLAY', 'FREEZE']",,,,,,,,,
EX1_509,NEUTRAL,MINION,Murloc Tidecaller,EXPERT1,"Whenever you summon a Murloc, gain +1 Attack.",1,1,2,RARE,True,This guy gets crazy strong at family reunions.,,"[100, 800, 20, 100]",,MURLOC,,,,,,
FP1_023e,PRIEST,ENCHANTMENT,Power of the Ziggurat,NAXX,+3 Health.,,,,,,,,,,,,,,,,
EX1_259,SHAMAN,SPELL,Lightning Storm,EXPERT1,Deal $2-$3 damage to all enemy minions. Overload: (2),3,,,RARE,True,"An umbrella won't be effective, I'm afraid.",,"[100, 800, 20, 100]",,,,,,,,
AT_105,NEUTRAL,MINION,Injured Kvaldir,TGT,Battlecry: Deal 3 damage to this minion.,1,2,4,RARE,True,Don't worry.  With a little skin cream he's going to clear right up.,['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,,
ds1_whelptoken,NEUTRAL,MINION,Whelp,EXPERT1,,1,1,1,,,,,,,DRAGON,,,,,,
OG_102,NEUTRAL,MINION,Darkspeaker,OG,Battlecry: Swap stats with a friendly minion.,5,3,6,EPIC,True,"People often think that Darkspeaker is the arch nemesis of Lightspeaker, but that title actually belongs to Heavyspeaker.",['BATTLECRY'],"[400, 1600, 100, 400]","{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
KAR_712,NEUTRAL,MINION,Violet Illusionist,KARA,"During your turn, your hero is Immune.",3,4,3,COMMON,True,She�s much more cheerful after losing the �n� in her name.,['AURA'],,,,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",,,,
KAR_300,DRUID,MINION,Enchanted Raven,KARA,,1,2,2,COMMON,True,"Once upon a midnight restive, Medivh pondered, feeling festive!",,,,BEAST,"Unlocked in the Prologue, in One Night in Karazhan.","Crafting unlocked in the Prologue, in One Night in Karazhan.",,,,
GVG_030a,DRUID,SPELL,Attack Mode,GVG,+1 Attack.,0,,,,,,,,,,,,,,,
BRMA09_2Ht,NEUTRAL,MINION,Whelp,BRM,,1,2,2,,,,,,,DRAGON,,,,,,
HERO_02,SHAMAN,HERO,Thrall,CORE,,,,30,FREE,True,,,,,,,,,,,
TB_PickYourFate_7,NEUTRAL,SPELL,Fate: Coin,TB,"When a minion dies, its owner gets a Coin.",0,,,,,,,,,,,,,,,
LOE_011,NEUTRAL,MINION,Reno Jackson,LOE,"Battlecry: If your deck contains no more than 1 of any card, fully heal your hero.",6,4,6,LEGENDARY,True,Reno is a four-time winner of the 'Best Accessorized Explorer' award.,['BATTLECRY'],,,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,,
LOE_019,ROGUE,MINION,Unearthed Raptor,LOE,Battlecry: Choose a friendly minion. Gain a copy of its Deathrattle effect.,3,3,4,RARE,True,Still hunting for the ones who earthed him.,['BATTLECRY'],,"{'REQ_TARGET_WITH_DEATHRATTLE': 0, 'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",,"Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",,,,
GVG_005,MAGE,SPELL,Echo of Medivh,GVG,Put a copy of each friendly minion into your hand.,4,,,EPIC,True,"Medivh's echo haunts Karazhan, eternally cheating at chess and <i>Hearthstone</i>.",,"[400, 1600, 100, 400]",,,,,,,,
XXX_043,NEUTRAL,SPELL,Mill 30,CHEAT,Put 30 cards from a hero's deck into his graveyard.,0,,,COMMON,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_HERO_TARGET': 0}",,,,,,,
AT_074,PALADIN,SPELL,Seal of Champions,TGT,"Give a minion
+3 Attack and Divine Shield.",3,,,COMMON,True,"""Arf! Arf! Arf!"" - Seal of Champions",,"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
KARA_00_01H,NEUTRAL,HERO,Prince Malchezaar,KARA,,,,60,,,,,,,,,,,,,
BRMA16_1,NEUTRAL,HERO,Atramedes,BRM,,,,30,,,,,,,,,,,,,
BRMA14_1,NEUTRAL,HERO,Omnotron Defense System,BRM,,,,30,,,,,,,,,,,,,
EX1_025t,NEUTRAL,MINION,Mechanical Dragonling,CORE,,1,2,1,COMMON,,,,,,MECHANICAL,,,,,,
TB_CoOpv3_BOSS3e,NEUTRAL,ENCHANTMENT,Enough!,TB,Nefarian is Immune this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
BRM_020,NEUTRAL,MINION,Dragonkin Sorcerer,BRM,"Whenever you target this minion with a spell, gain +1/+1.",4,3,5,COMMON,True,"Dragonkin Sorcerers be all ""I'm a wizard"" and everyone else be all ""daaaaang"".",,,,DRAGON,"Unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.","Crafting unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",,,,
CS2_226,NEUTRAL,MINION,Frostwolf Warlord,CORE,Battlecry: Gain +1/+1 for each other friendly minion on the battlefield.,5,4,4,COMMON,True,The Frostwolves are locked in combat with the Stormpike Expedition over control of Alterac Valley.  Every attempt at peace-talks has ended with Captain Galvangar killing the mediator.,['BATTLECRY'],,,,,Unlocked at Shaman Level 53.,,HORDE,,
AT_037a,DRUID,SPELL,Living Roots,TGT,Deal $2 damage.,0,,,,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
LOEA16_24,NEUTRAL,MINION,Giantfin,LOE,"At the end of your turn, draw until you have as many cards as your opponent.",5,5,5,LEGENDARY,,,,,,MURLOC,,,,,,
EX1_312,WARLOCK,SPELL,Twisting Nether,EXPERT1,Destroy all minions.,8,,,EPIC,True,The Twisting Nether is a formless place of magic and illusion and destroyed minions.,,"[400, 1600, 100, 400]",,,,,,,,
CS2_125,NEUTRAL,MINION,Ironfur Grizzly,CORE,Taunt,3,3,3,COMMON,True,"""Bear Carcass 1/10""",['TAUNT'],,,BEAST,,Unlocked at Hunter Level 59.,,,,
KAR_095e,NEUTRAL,ENCHANTMENT,Well Fed,KARA,+1/+1.,,,,,,,,,,,,,,,,
XXX_027,NEUTRAL,SPELL,Server Crash,CHEAT,Crash the Server.  DON'T BE A FOOL.,0,,,,,,,,,,,,,,,
EX1_591,PRIEST,MINION,Auchenai Soulpriest,EXPERT1,Your cards and powers that restore Health now deal damage instead.,4,3,5,RARE,True,"The Auchenai know the end is coming, but they're not sure when.",['AURA'],"[100, 800, 20, 100]",,,,,,,,
KARA_08_05H,NEUTRAL,SPELL,Terrifying Roar,KARA,Return an enemy minion to your opponent's hand.,2,,,,,,,,"{'REQ_ENEMY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0, 'REQ_MINIMUM_ENEMY_MINIONS': 1, 'REQ_MINION_TARGET': 0}",,,,,,,
TB_Coopv3_102,PRIEST,SPELL,Shadow or Light?,TB,Choose One - Each player draws 2 cards,,2,,,,,,,,,,,,,,
EX1_008,NEUTRAL,MINION,Argent Squire,EXPERT1,Divine Shield,1,1,1,COMMON,True,"""I solemnly swear to uphold the Light, purge the world of darkness, and to eat only burritos."" - The Argent Dawn Oath",['DIVINE_SHIELD'],"[40, 400, 5, 50]",,,,,,ALLIANCE,,
XXX_112,NEUTRAL,SPELL,Fill Deck,CHEAT,Fill target hero's deck with random cards.,0,,,COMMON,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_HERO_TARGET': 0}",,,,,,,
KAR_A10_22H,NEUTRAL,HERO_POWER,Castle,KARA,"Hero Power
Move a friendly minion left. Repeatable.",1,,,COMMON,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
OG_202,DRUID,MINION,Mire Keeper,OG,"[x]Choose One -Summon a
2/2 Slime; or Gain an
empty Mana Crystal.",4,3,3,RARE,True,"""Hey.... Is that Mire for sale?"" 
""No.  I'm keeping it.""",['CHOOSE_ONE'],"[100, 800, 20, 100]",,,,,,,,
GVG_102,NEUTRAL,MINION,Tinkertown Technician,GVG,"Battlecry: If you have a Mech, gain +1/+1 and add a Spare Part to your hand.",3,3,3,COMMON,True,Won't you take me to... Tinkertown?,['BATTLECRY'],"[40, 400, 5, 50]",,,,,,,,
OG_321e,NEUTRAL,ENCHANTMENT,Power of Faith,OG,+1/+1.,,,,,,,,,,,,,,,,
BRMA12_4H,NEUTRAL,SPELL,Brood Affliction: Green,BRM,"While this is in your hand, restore 6 health to your opponent at the start of your turn.",3,,,,,,['EVIL_GLOW'],,,,,,,,,
LOEA09_10,NEUTRAL,MINION,Hungry Naga,LOE,,2,2,1,,,,,,,,,,,,,
AT_061,HUNTER,SPELL,Lock and Load,TGT,"Each time you cast a spell this turn, add a random Hunter card to your hand.",2,,,EPIC,True,"Rexxar narrowed his eyes, grabbed his machine gun, and said: ""It's go time.  Lock and load.""
This card pays homage to that special moment.",,"[400, 1600, 100, 400]",,,,,,,,
EX1_016,NEUTRAL,MINION,Sylvanas Windrunner,EXPERT1,Deathrattle: Take control of a random enemy minion.,6,5,5,LEGENDARY,True,"Sylvanas was turned into the Banshee Queen by Arthas, but he probably should have just killed her because it just pissed her off.",['DEATHRATTLE'],"[1600, 3200, 400, 1600]",,,,,,,,
BRMC_89,NEUTRAL,MINION,Whirling Ash,TB,Windfury,2,4,5,,,,['WINDFURY'],,,,,,,,,
GVG_058,PALADIN,MINION,Shielded Minibot,GVG,Divine Shield,2,2,2,COMMON,True,He chooses to believe what he is programmed to believe!,['DIVINE_SHIELD'],"[40, 400, 5, 50]",,MECHANICAL,,,,,,
KAR_a10_Boss2H_TB,NEUTRAL,HERO,Black King,TB,,,,10,,,,,,,,,,,,,
EX1_409,WARRIOR,SPELL,Upgrade!,EXPERT1,"If you have a weapon, give it +1/+1. Otherwise equip a 1/3 weapon.",1,,,RARE,True,Easily worth 50 DKP.,,"[100, 800, 20, 100]",,,,,,,,
LOEA14_2H,NEUTRAL,HERO_POWER,Platemail Armor,LOE,"Passive Hero Power
Your Hero and your minions can only take 1 damage at a time.",0,,,,,,,,,,,,,,,
LOEA07_18,NEUTRAL,SPELL,Dynamite,LOE,Deal $10 damage.,1,,,,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
KARA_06_03hpheroic,NEUTRAL,HERO_POWER,True Love,KARA,"Hero Power
If you don't have Romulo, summon him.",0,,,COMMON,,,,,"{'REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY': 0, 'REQ_NUM_MINION_SLOTS': 1}",,,,,,,['KARA_06_01']
CS2_034_H1,MAGE,HERO_POWER,Fireblast,HERO_SKINS,"Hero Power
Deal $1 damage.",2,,,FREE,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,Deal 1 damage.,,,
NEW1_032,HUNTER,MINION,Misha,CORE,Taunt,3,4,4,COMMON,,,['TAUNT'],,,BEAST,,,,,,
BRM_009,DRUID,MINION,Volcanic Lumberer,BRM,"Taunt
Costs (1) less for each minion that died this turn.",9,7,8,RARE,True,"The roots, the roots, the roots is on fire!",['TAUNT'],,,,"Unlocked in Blackrock Spire, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",,,,
LOEA13_1,NEUTRAL,HERO,Skelesaurus Hex,LOE,,,,30,,,,,,,,,,,,,
BRMA14_7H,NEUTRAL,MINION,Electron,BRM,All spells cost (3) less.,3,6,6,LEGENDARY,,,,,,MECHANICAL,,,,,,
OG_094,PRIEST,SPELL,Power Word: Tentacles,OG,Give a minion +2/+6.,5,,,COMMON,True,Because you're wrapped in a protective layer of� tentacles?,,"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
EX1_283,NEUTRAL,MINION,Frost Elemental,EXPERT1,Battlecry: Freeze a character.,6,5,5,COMMON,True,When a Water elemental and an Ice elemental love each other VERY much...,"['BATTLECRY', 'FREEZE']","[40, 400, 5, 50]",{'REQ_TARGET_IF_AVAILABLE': 0},,,,Freeze a character.,,,
skele11,NEUTRAL,MINION,Skeleton,CORE, ,1,1,1,COMMON,,,,,,,,,,,,
BRMA12_2,NEUTRAL,HERO_POWER,Brood Affliction,BRM,"Hero Power
At the end of your turn, add a Brood Affliction card to your opponent's hand.",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,"['BRMA12_6', 'BRMA12_5', 'BRMA12_7', 'BRMA12_4', 'BRMA12_3']"
AT_035,ROGUE,SPELL,Beneath the Grounds,TGT,"Shuffle 3 Ambushes into your opponent's deck. When drawn, you summon a 4/4 Nerubian.",3,,,EPIC,True,Can you hold these eggs for just a second?  I promise they're not full of giant enraged undead spider things.,,"[400, 1600, 100, 400]",,,,,,,,
CS1_113,PRIEST,SPELL,Mind Control,CORE,Take control of an enemy minion.,10,,,COMMON,True,"Nominated as ""Spell Most Likely to Make Your Opponent Punch the Wall.""",,,"{'REQ_ENEMY_TARGET': 0, 'REQ_NUM_MINION_SLOTS': 1, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",,Unlocked at Level 10.,Unlocked at Level 49.,,,,
OG_033,WARRIOR,WEAPON,Tentacles for Arms,OG,Deathrattle: Return this to your hand.,5,2,,EPIC,True,That's right. Garrosh just slapped you to death with a tentacle.,['DEATHRATTLE'],"[400, 1600, 100, 400]",,,,,,,2,
LOEA16_25,NEUTRAL,MINION,Lady Naz'jar,LOE,"At the end of your turn, replace all other minions with new ones of the same Cost.",5,5,5,LEGENDARY,,,,,,,,,,,,
EX1_173,DRUID,SPELL,Starfire,CORE,"Deal $5 damage.
Draw a card.",6,,,COMMON,True,Balance is important to druids.  This card is perfectly balanced.,,,{'REQ_TARGET_TO_PLAY': 0},,Unlocked at Level 2.,Unlocked at Level 45.,,,,
LOEA09_1H,NEUTRAL,HERO,Lord Slitherspear,LOE,,,,30,,,,,,,,,,,,,
EX1_158e,DRUID,ENCHANTMENT,Soul of the Forest,EXPERT1,Deathrattle: Summon a 2/2 Treant.,,,,,,,,,,,,,,,,
CS2_063e,WARLOCK,ENCHANTMENT,Corruption,CORE,"At the start of the corrupting player's turn, destroy this minion.",,,,,,,,,,,,,,,,
XXX_023,NEUTRAL,SPELL,Destroy All Heroes,CHEAT,Destroy all heroes.,0,,,COMMON,,,,,,,,,,,,
CS2_041,SHAMAN,SPELL,Ancestral Healing,CORE,Restore a minion to full Health and give it Taunt.,0,,,FREE,True,"I personally prefer some non-ancestral right-the-heck-now healing, but maybe that is just me.",,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,Unlocked at Level 1.,Unlocked at Level 15.,,,,
TB_PickYourFate_1_Ench,NEUTRAL,ENCHANTMENT,Pick Your Fate 1 Ench,TB,,,,,,,,,,,,,,,,,
EX1_009,NEUTRAL,MINION,Angry Chicken,EXPERT1,Enrage: +5 Attack.,1,1,1,RARE,True,There is no beast more frightening (or ridiculous) than a fully enraged chicken.,['ENRAGED'],"[100, 800, 20, 100]",,BEAST,,,,,,
CS2_201,NEUTRAL,MINION,Core Hound,CORE,,7,9,5,COMMON,True,You don�t tame a Core Hound. You just train it to eat someone else before it eats you.,,,,BEAST,,Unlocked at Hunter Level 51.,,,,
LOEA16_7,NEUTRAL,SPELL,Benediction Splinter,LOE,Restore #10 Health to ALL characters.,0,,,,,,,,,,,,,,,
KAR_A10_02,NEUTRAL,MINION,White Pawn,KARA,Auto-Attack: Deal 1 damage to the enemies opposite this minion.,1,1,6,,,,['AUTOATTACK'],,,,,,,,,
NAX9_06,NEUTRAL,HERO_POWER,Unholy Shadow,NAXX,"Hero Power
Draw 2 cards.",5,,,,,,,,,,,,,,,
NAX13_03,NEUTRAL,SPELL,Supercharge,NAXX,Give your minions +2 Health.,2,,,,,,,,,,,,,,,
LOE_118,WARRIOR,WEAPON,Cursed Blade,LOE,Double all damage dealt to your hero.,1,2,,RARE,True,"The Curse is that you have to listen to ""MMMBop"" on repeat.",,,,,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",,,3,
BRMA13_4,NEUTRAL,HERO_POWER,Wild Magic,BRM,"Hero Power
Put a random spell from your opponent's class into your hand.",1,,,,,,['AI_MUST_PLAY'],,,,,,,,,
LOE_053,NEUTRAL,MINION,Djinni of Zephyrs,LOE,"After you cast a spell on another friendly minion, cast a copy of it on this one.",5,4,6,EPIC,True,"If you want your wish granted, don't rub him the wrong way.",,,,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,,
EX1_083,NEUTRAL,MINION,Tinkmaster Overspark,EXPERT1,Battlecry: Transform another random minion into a 5/5 Devilsaur or a 1/1 Squirrel.,3,3,3,LEGENDARY,True,Tinkmaster Overspark nearly lost his Tinker's license after the Great Ironforge Squirrel Stampede of '09.,['BATTLECRY'],"[1600, 3200, 400, 1600]",,,,,Transform a minion into a 5/5 or a 1/1 at random.,ALLIANCE,,
EX1_132,PALADIN,SPELL,Eye for an Eye,EXPERT1,"Secret: When your hero takes damage, deal that much damage to the enemy hero.",1,,,COMMON,True,Justice sometimes takes the form of a closed fist into a soft cheek.,['SECRET'],"[40, 400, 5, 50]",,,,,,,,
GVG_040,SHAMAN,MINION,Siltfin Spiritwalker,GVG,"Whenever another friendly Murloc dies, draw a card. Overload: (1)",4,2,5,EPIC,True,"The elements respond to anyone who calls them for a worthy cause, even if you call them by yelling, ""MRGHRGLGLGL!""",,"[400, 1600, 100, 400]",,MURLOC,,,,,,
KAR_702e,NEUTRAL,ENCHANTMENT,A Simple Trick,KARA,+2/+2.,,,,,,,,,,,,,,,,
AT_042t,DRUID,MINION,Sabertooth Lion,TGT,Charge,2,2,1,COMMON,,,['CHARGE'],"[40, 400, 5, 50]",,BEAST,,,,,,
GVG_070,NEUTRAL,MINION,Salty Dog,GVG,,5,7,4,COMMON,True,"He's recently recovered from being a ""scurvy dog.""",,"[40, 400, 5, 50]",,PIRATE,,,,,,
BRMA05_2H,NEUTRAL,HERO_POWER,Ignite Mana,BRM,"Hero Power
Deal 10 damage to the enemy hero if they have any unspent Mana.",0,,,,,,,,,,,,,,,
TB_CoOpBossSpell_6,NEUTRAL,SPELL,Kill the Lorewalker,TB,Destroy Lorewalker Cho.,0,,,,,,,,,,,,,,,
GVG_061,PALADIN,SPELL,Muster for Battle,GVG,Summon three 1/1 Silver Hand Recruits. Equip a 1/4 Weapon.,3,,,RARE,True,"""I'm bringing the guacamole!"" � One of the most successful (yet rare) Silver Hand rallying cries",,"[100, 800, 20, 100]",,,,,,,,
BRMA14_10H,NEUTRAL,HERO_POWER,Activate!,BRM,"Hero Power
Activate a random Tron.",2,,,,,,,,,,,,,,,"['BRMA14_3', 'BRMA14_5H', 'BRMA14_7H', 'BRMA14_9H']"
CS2_089,PALADIN,SPELL,Holy Light,CORE,Restore #6 Health.,2,,,FREE,True,"If you are often bathed in Holy Light, you should consider wearing sunscreen.",,,{'REQ_TARGET_TO_PLAY': 0},,Unlocked at Level 1.,Unlocked at Level 15.,,,,
EX1_613,ROGUE,MINION,Edwin VanCleef,EXPERT1,Combo: Gain +2/+2 for each card played earlier this turn.,3,2,2,LEGENDARY,True,"He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind.",['COMBO'],"[1600, 3200, 400, 1600]",,,,,,,,
CRED_25,NEUTRAL,MINION,Elizabeth Cho,CREDITS,Battlecry: Add Echo of Medivh and Echoing Ooze to your hand. ,4,2,4,LEGENDARY,,,,,,,,,,,,
KARA_08_02H,NEUTRAL,HERO_POWER,Nether Rage,KARA,"Hero Power
Give your hero +8 Attack this turn.",1,,,,,,['AI_MUST_PLAY'],,,,,,,,,"['KARA_08_06', 'KARA_08_08']"
BRMA08_3,NEUTRAL,SPELL,Drakkisath's Command,BRM,Destroy a minion. Gain 10 Armor.,1,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
LOEA16_27H,NEUTRAL,MINION,The Steel Sentinel,LOE,This minion can only take 1 damage at a time.,10,10,10,LEGENDARY,,,,,,,,,,,,
KAR_114,NEUTRAL,MINION,Barnes,KARA,Battlecry: Summon a 1/1 copy of a random minion in your deck.,4,3,4,LEGENDARY,True,"He used to play every part, until Moroes confiscated his Orb of Deception.",['BATTLECRY'],,,,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",,,,
KARA_12_01H,MAGE,HERO,Shade of Aran,KARA,,,,30,,,,,,,,,,,,,
KARA_00_06e,NEUTRAL,ENCHANTMENT,Arcanely Powerful,KARA,+5 Spell Damage.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
LOE_007t,WARLOCK,SPELL,Cursed!,LOE,"While this is in your hand, take 2 damage at the start of your turn.",2,,,,,,"['EVIL_GLOW', 'ImmuneToSpellpower']",,,,,,,,,
AT_132_MAGE,MAGE,HERO_POWER,Fireblast Rank 2,TGT,"Hero Power
Deal $2 damage.",2,,,,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
OG_223e,NEUTRAL,ENCHANTMENT,Optimism,OG,+1/+2.,,,,,,,,,,,,,,,,
EX1_046e,NEUTRAL,ENCHANTMENT,Tempered,EXPERT1,+2 Attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
GVG_060e,PALADIN,ENCHANTMENT,Well Equipped,GVG,+2/+2.,,,,,,,,,,,,,,,,
EX1_080o,NEUTRAL,ENCHANTMENT,Keeping Secrets,EXPERT1,Increased stats.,,,,,,,,,,,,,,,,
GVG_106e,NEUTRAL,ENCHANTMENT,Junked Up,GVG,Increased stats.,,,,,,,,,,,,,,,,
EX1_603,WARRIOR,MINION,Cruel Taskmaster,EXPERT1,Battlecry: Deal 1 damage to a minion and give it +2 Attack.,2,2,2,COMMON,True,"""I'm going to need you to come in on Sunday."" - Cruel Taskmaster",['BATTLECRY'],"[40, 400, 5, 50]","{'REQ_NONSELF_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,,,Deal 1 damage and grant +2 Attack.,,,
AT_132_WARRIOR,WARRIOR,HERO_POWER,Tank Up!,TGT,"Hero Power
Gain 4 Armor.",2,,,,,,,,,,,,,,,
AT_089,NEUTRAL,MINION,Boneguard Lieutenant,TGT,Inspire: Gain +1 Health.,2,3,2,COMMON,True,"Underneath all that impressive armor, he's just skin and bones.  Okay, maybe just bones.",['INSPIRE'],"[40, 400, 5, 50]",,,,,,,,
BRMA12_8t,NEUTRAL,MINION,Chromatic Dragonkin,BRM,"Whenever your opponent casts a spell, gain +2/+2.",2,2,3,,,,,,,DRAGON,,,,,,
XXX_016,NEUTRAL,SPELL,Snake Ball,CHEAT,Summon five 1/1 snakes.,0,,,,,,,,,,,,,,,
KARA_07_01,NEUTRAL,HERO,Curator,KARA,,,,30,,,,,,,,,,,,,
GVG_006,NEUTRAL,MINION,Mechwarper,GVG,Your Mechs cost (1) less.,2,2,3,COMMON,True,Mechs that summon mechs? What's next? Donuts that summon donuts? Mmmmm.,['AURA'],"[40, 400, 5, 50]",,MECHANICAL,,,,,,
GVG_048e,HUNTER,ENCHANTMENT,Metal Teeth,GVG,+2 Attack.,,,,,,,,,,,,,,,,
BRMA14_6H,NEUTRAL,HERO_POWER,Activate Electron,BRM,"Hero Power
Activate Electron!",4,,,,,,['AI_MUST_PLAY'],,,,,,,,,
KAR_A02_04H,NEUTRAL,MINION,Knife,KARA,Plates have Taunt.,3,5,5,,,,['AURA'],,,,,,,,,
LOEA02_02,NEUTRAL,HERO_POWER,Djinn�s Intuition,LOE,"Draw a card.
Give your opponent a Wish.",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
BRMA16_4,NEUTRAL,SPELL,Reverberating Gong,BRM,Destroy your opponent's weapon.,1,,,,,,,,{'REQ_ENEMY_WEAPON_EQUIPPED': 0},,,,,,,
KARA_00_03H,MAGE,HERO,Medivh,KARA,,,,30,,,,,,,,,,,,,
GVG_111t,NEUTRAL,MINION,V-07-TR-0N,GVG,"Charge
Mega-Windfury <i>(Can attack four times a turn.)</i>",8,4,8,LEGENDARY,,,['CHARGE'],"[1600, 3200, 400, 1600]",,MECHANICAL,,,,,,
EX1_570,DRUID,SPELL,Bite,EXPERT1,Give your hero +4 Attack this turn and 4 Armor.,4,,,RARE,True,Chew your food!,,"[100, 800, 20, 100]",,,,,,,,
KARA_13_06,NEUTRAL,HERO,Prince Malchezaar,KARA,,,,30,,,,,,,DEMON,,,,,,"['KAR_073', 'KAR_075', 'KAR_076', 'KAR_077', 'KAR_091']"
OG_271,NEUTRAL,MINION,Scaled Nightmare,OG,"At the start of your turn, double this minion's Attack.",6,2,8,EPIC,True,I like it because it scales.,,"[400, 1600, 100, 400]",,DRAGON,,,,,,
TB_KaraPortal_003,NEUTRAL,ENCHANTMENT,Saddened Hero Enchant,TB,Give can't attack this turn to enemy minions.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
BRMA10_3,NEUTRAL,HERO_POWER,The Rookery,BRM,"Hero Power
Give all Corrupted Eggs +1 Health, then summon one.",1,,,,,,['AI_MUST_PLAY'],,,,,,,,,
XXX_058,NEUTRAL,SPELL,Weapon Nerf,CHEAT,Give a weapon a negative enchantment.,0,,,COMMON,,,,,,,,,,,,
TU4e_003,NEUTRAL,MINION,Naga Myrmidon,MISSIONS, ,1,1,1,COMMON,,,,,,,,,,,,
TB_MechWar_Boss2_HeroPower,NEUTRAL,HERO_POWER,Boom Bot Jr.,TB,"Hero Power
Deal 2 damage randomly split among all enemies.",2,,,,,,,,,,,,,,,
OG_337,NEUTRAL,MINION,Cyclopian Horror,OG,Taunt. Battlecry: Gain      +1 Health for each enemy minion.,4,3,3,EPIC,True,What are the qualifications for being a 'Horror?'  Just how horrible do you have to be?,"['BATTLECRY', 'TAUNT']","[400, 1600, 100, 400]",,,,,,,,
EX1_544,HUNTER,SPELL,Flare,EXPERT1,All minions lose Stealth. Destroy all enemy Secrets. Draw a card.,2,,,RARE,True,"Not only does it reveal your enemies, but it's also great for parties!",,"[100, 800, 20, 100]",,,,,,,,
